title,price,rating
,"39,990",
,"41,990",
,"44,490",
,"26,999",
,"33,639",
,"43,917",
,"1,625",
,"1,625",
,"1,799",
,999,
,"1,800",
,464,
,299,
,409,
,"37,490",
,"17,920",
,"40,490",
,"37,490",
,"37,999",
,"38,990",
,"3,45,766",
,"3,09,900",
,"66,990",
,"42,990",
,"35,990",
,"20,990",
,"24,990",
,"22,980",
,"32,590",
,"25,990",
,"54,990",
,"3,49,900",
,"41,990",
,"39,990",
,"84,990",
,"76,990",
,"35,990",
,"39,990",
,"39,990",
,"57,990",
,"36,158",
,"55,109",
,"43,990",
,"37,990",
,"45,490",
,"25,685",
,"32,489",
,"84,990",
,"3,45,766",
,"54,990",
,"35,990",
,"15,990",
,"46,990",
,"35,990",
,"39,990",
,"33,999",
,"25,480",
,"3,85,578",
,"56,990",
,"64,999",
,"41,990",
,"39,990",
,"36,990",
,"25,990",
,"39,990",
,"39,990",
,"57,990",
,"36,158",
,"55,109",
,"64,999",
,"20,999",
,"18,799",
,"51,017",
,"40,890",
,"79,990",
,"3,45,766",
,"54,990",
,"55,990",
,"36,158",
,"22,371",
,"15,151",
,"28,790",
,"35,990",
,"49,990",
,"5,99,990",
,"56,990",
,"64,999",
,"41,990",
,"39,990",
,"26,490",
,"14,804",
,"17,990",
,"47,990",
,"34,990",
,"52,490",
,"58,400",
,"39,990",
,"3,45,766",
,"54,990",
,"56,999",
,"90,990",
,"37,490",
,"64,450",
,"53,990",
,"1,49,700",
,"14,999",
,"39,790",
,"56,990",
,"25,685",
,"41,990",
,"39,990",
,"43,917",
,"30,750",
,"52,990",
,"39,990",
,"39,990",
,"57,990",
,"36,158",
,"55,109",
,"64,999",
,"42,990",
,"29,669",
,"35,990",
,"49,990",
,"33,990",
,"54,990",
,"3,45,766",
,"24,790",
,"45,880",
,"31,990",
,"33,990",
,"20,990",
,"57,990",
,"19,999",
,"40,990",
,"56,990",
,"64,999",
,"41,990",
,"39,990",
,"34,990",
,"28,490",
,"35,990",
,"22,999",
,"28,990",
,"46,490",
,"51,999",
,"54,990",
,"3,45,766",
,"31,206",
,"14,589",
,"43,917",
,"98,000",
,"62,890",
,"52,490",
,"60,990",
,"56,990",
,"64,999",
,"41,990",
,"39,990",
,"19,998",
,"39,990",
,"29,669",
,"37,636",
,"55,990",
,"28,990",
,"82,990",
,"16,999",
,"54,990",
,"3,45,766",
,"14,589",
,"73,990",
,"12,999",
,"59,999",
,"3,79,990",
,"32,999",
,"25,990",
,"36,490",
,"56,990",
,"64,999",
,"41,990",
,"39,990",
,"35,999",
,"29,393",
,"37,600",
,"39,990",
,"39,990",
,"57,990",
,"36,158",
,"55,109",
,"64,999",
,"54,990",
,"3,79,990",
,"98,000",
,"28,990",
,"97,990",
,"54,990",
,"3,45,766",
,"22,990",
,"30,990",
,"16,655",
,"22,999",
,"24,804",
,"39,990",
,"56,999",
,"36,990",
,"56,990",
,"64,999",
,"41,990",
,"39,990",
,"39,990",
,"52,990",
,"58,999",
,"56,990",
,"62,990",
,"59,990",
,"19,285",
,"54,990",
,"3,45,766",
,"60,990",
,"19,991",
,"14,444",
,"64,385",
,"66,990",
,"27,199",
,"32,999",
,"16,999",
,"56,990",
,"64,999",
,"41,990",
,"39,990",
,"16,999",
,"38,037",
,"40,500",
,"39,990",
,"39,990",
,"57,990",
,"36,158",
,"55,109",
,"64,999",
,"59,990",
,"29,800",
,"35,999",
,"57,990",
,"3,49,900",
,"54,990",
,"3,45,766",
,"50,490",
,"23,556",
,"19,990",
,"16,995",
,"74,490",
,"1,19,990",
,"51,999",
,"99,990",
,"56,990",
,"64,999",
,"41,990",
,"54,990",
,"1,26,990",
,"42,990",
,"15,037",
,"56,990",
,"34,200",
,"31,990",
,"62,990",
,"39,990",
,"3,45,766",
,"34,499",
,"42,990",
,"48,990",
,"61,490",
,"55,500",
,"22,900",
,"23,999",
,"1,09,990",
,"64,999",
,"56,990",
,"41,990",
,"54,990",
,"13,591",
,"33,990",
,"45,990",
,"56,999",
,"64,385",
,"38,990",
,"74,490",
,"39,990",
,"3,45,766",
,"40,990",
,"1,49,700",
,"62,990",
,"16,655",
,"36,490",
,"55,990",
,"37,133",
,"32,999",
,"64,999",
,"56,990",
,"41,990",
,"54,990",
,"1,55,990",
,"83,990",
,"82,548",
,"22,313",
,"40,400",
,"28,490",
,"18,853",
,"68,990",
,"39,990",
,"3,45,766",
,"63,990",
,"25,490",
,"85,000",
,"14,744",
,"23,990",
,"67,490",
,"17,899",
,"64,999",
,"56,990",
,"41,990",
,"54,990",
,"64,990",
,"40,990",
,"52,990",
,"73,478",
,"74,490",
,"37,250",
,"19,990",
,"39,990",
,"3,49,900",
,"1,29,990",
,"15,856",
,"15,991",
,"24,999",
,"45,990",
,"39,990",
,"25,490",
,"17,263",
,"64,999",
,"56,990",
